number,type
5414,Refund
5415,Transfer
5416,Refund
5417,Transfer
5418,Refund
5419,Transfer
5420,Refund
5421,Transfer
5422,Refund
5423,Transfer
5424,Refund
5425,Transfer
5426,Refund
5427,Transfer
5428,Refund
5429,Transfer
5430,Refund
5431,Transfer
5432,Refund
5433,Transfer
5434,Refund
5435,Transfer
5436,Refund
5437,Transfer
5438,Refund
5439,Transfer
5440,Refund
5441,Transfer
5442,Refund
5443,Transfer
5444,Refund
5445,Transfer
5446,Refund
5447,Transfer
5448,Refund
5449,Transfer
5450,Refund
5451,Transfer
5452,Refund
5453,Transfer
5454,Refund
5455,Transfer
5456,Refund
5457,Transfer
5458,Refund
5459,Transfer
5460,Refund
5461,Transfer
5462,Refund
5463,Transfer
5464,Refund
5465,Transfer
5466,Refund
5467,Transfer
5468,Refund
5469,Transfer
5470,Refund
5471,Transfer
5472,Refund
5473,Transfer
5474,Refund
5475,Transfer
5476,Refund
5477,Transfer
5478,Refund
5479,Transfer
5480,Refund
5481,Transfer
5482,Refund
5483,Transfer
5484,Refund
5485,Transfer
5486,Refund
5487,Transfer
5488,Refund
5489,Transfer
5490,Refund
5491,Transfer
5492,Refund
5493,Transfer
5494,Refund
5495,Transfer
5496,Refund
5497,Transfer
5498,Refund
5499,Transfer
5500,Refund
5501,Transfer
5502,Refund
5503,Transfer
5504,Refund
5505,Transfer
5506,Refund
5507,Transfer
5508,Refund
5509,Transfer
5510,Refund
5511,Transfer
5512,Refund
5513,Transfer
5514,Refund
5515,Transfer
5516,Refund
5517,Transfer
5518,Refund
5519,Transfer
5520,Refund
5521,Transfer
5522,Refund
5523,Transfer
5524,Refund
5525,Transfer
5526,Refund
5527,Transfer
5528,Refund
5529,Transfer
5530,Refund
5531,Transfer
5532,Refund
5533,Transfer
5534,Refund
5535,Transfer
5536,Refund
5537,Transfer
5538,Refund
5539,Transfer
5540,Refund
5541,Transfer
5542,Refund
5543,Transfer
5544,Refund
5545,Transfer
5546,Refund
5547,Transfer
5548,Refund
5549,Transfer
5550,Refund
5551,Transfer
5552,Refund
5553,Transfer
5554,Refund
5555,Transfer
5556,Refund
5557,Transfer
5558,Refund
5559,Transfer
5560,Refund
5561,Transfer
5562,Refund
5563,Transfer
5564,Refund
5565,Transfer
5566,Refund
5567,Transfer
5568,Refund
5569,Transfer
5570,Refund
5571,Transfer
5572,Refund
5573,Transfer
5574,Refund
5575,Transfer
5576,Refund
5577,Transfer
5578,Refund
5579,Transfer
5580,Refund
5581,Transfer
5582,Refund
5583,Transfer
5584,Refund
5585,Transfer
5586,Refund
5587,Transfer
5588,Refund
5589,Transfer
5590,Refund
5591,Transfer
5592,Refund
5593,Transfer
5594,Refund
5595,Transfer
5596,Refund
5597,Transfer
5598,Refund
5599,Transfer
5600,Refund
5601,Transfer
5602,Refund
5603,Transfer
5604,Refund
5605,Transfer
5606,Refund
5607,Transfer
5608,Refund
5609,Transfer
5610,Refund
5611,Transfer
5612,Refund
5613,Transfer
5614,Refund
5615,Transfer
5616,Refund
5617,Transfer
5618,Refund
5619,Transfer
5620,Refund
5621,Transfer
5622,Refund
5623,Transfer
5624,Refund
5625,Transfer
5626,Refund
5627,Transfer
5628,Refund
5629,Transfer
5630,Refund
5631,Transfer
5632,Refund
5633,Transfer
5634,Refund
5635,Transfer
5636,Refund
5637,Transfer
5638,Refund
5639,Transfer
5640,Refund
5641,Transfer
5642,Refund
5643,Transfer
5644,Refund
5645,Transfer
5646,Refund
5647,Transfer
5648,Refund
5649,Transfer
5650,Refund
5651,Transfer
5652,Refund
5653,Transfer
5654,Refund
5655,Transfer
5656,Refund
5657,Transfer
5658,Refund
5659,Transfer
5660,Refund
5661,Transfer
5662,Refund
5663,Transfer
5664,Refund
5665,Transfer
5666,Refund
5667,Transfer
5668,Refund
5669,Transfer
5670,Refund
5671,Transfer
5672,Refund
5673,Transfer
5674,Refund
5675,Transfer
5676,Refund
5677,Transfer
5678,Refund
5679,Transfer
5680,Refund
5681,Transfer
5682,Refund
5683,Transfer
5684,Refund
5685,Transfer
5686,Refund
5687,Transfer
5688,Refund
5689,Transfer
5690,Refund
5691,Transfer
5692,Refund
5693,Transfer
5694,Refund
5695,Transfer
5696,Refund
5697,Transfer
5698,Refund
5699,Transfer
5700,Refund
5701,Transfer
5702,Refund
5703,Transfer
5704,Refund
5705,Transfer
5706,Refund
5707,Transfer
5708,Refund
5709,Transfer
5710,Refund
5711,Transfer
5712,Refund
5713,Transfer
5714,Refund
5715,Transfer
5716,Refund
5717,Transfer
5718,Refund
5719,Transfer
5720,Refund
5721,Transfer
5722,Refund
5723,Transfer
5724,Refund
5725,Transfer
5726,Refund
5727,Transfer
5728,Refund
5729,Transfer
5730,Refund
5731,Transfer
5732,Refund
5733,Transfer
5734,Refund
5735,Transfer
5736,Refund
5737,Transfer
5738,Refund
5739,Transfer
5740,Refund
5741,Transfer
5742,Refund
5743,Transfer
5744,Refund
5745,Transfer
5746,Refund
5747,Transfer
5748,Refund
5749,Transfer
5750,Refund
5751,Transfer
5752,Refund
5753,Transfer
5754,Refund
5755,Transfer
5756,Refund
5757,Transfer
5758,Refund
5759,Transfer
5760,Refund
5761,Transfer
5762,Refund
5763,Transfer
5764,Refund
5765,Transfer
5766,Refund
5767,Transfer
5768,Refund
5769,Transfer
5770,Refund
5771,Transfer
5772,Refund
5773,Transfer
5774,Refund
5775,Transfer
5776,Refund
5777,Transfer
5778,Refund
5779,Transfer
5780,Refund
5781,Transfer
5782,Refund
5783,Transfer
5784,Refund
5785,Transfer
5786,Refund
5787,Transfer
5788,Refund
5789,Transfer
5790,Refund
5791,Transfer
5792,Refund
5793,Transfer
5794,Refund
5795,Transfer
5796,Refund
5797,Transfer
5798,Refund
5799,Transfer
5800,Refund
5801,Transfer
5802,Refund
5803,Transfer
5804,Refund
5805,Transfer
5806,Refund
5807,Transfer
5808,Refund
5809,Transfer
5810,Refund
5811,Transfer
5812,Refund
5813,Transfer
5814,Refund
5815,Transfer
5816,Refund
5817,Transfer
5818,Refund
5819,Transfer
5820,Refund
5821,Transfer
5822,Refund
5823,Transfer
5824,Refund
5825,Transfer
5826,Refund
5827,Transfer
5828,Refund
5829,Transfer
5830,Refund
5831,Transfer
5832,Refund
5833,Transfer
5834,Refund
5835,Transfer
5836,Refund
5837,Transfer
5838,Refund
5839,Transfer
5840,Refund
5841,Transfer
5842,Refund
5843,Transfer
5844,Refund
5845,Transfer
5846,Refund
5847,Transfer
5848,Refund
5849,Transfer
5850,Refund
5851,Transfer
5852,Refund
5853,Transfer
5854,Refund
5855,Transfer
5856,Refund
5857,Transfer
5858,Refund
5859,Transfer
5860,Refund
5861,Transfer
5862,Refund
5863,Transfer
5864,Refund
5865,Transfer
5866,Refund
5867,Transfer
5868,Refund
5869,Transfer
5870,Refund
5871,Transfer
5872,Refund
5873,Transfer
5874,Refund
5875,Transfer
5876,Refund
5877,Transfer
5878,Refund
5879,Transfer
5880,Refund
5881,Transfer
5882,Refund
5883,Transfer
5884,Refund
5885,Transfer
5886,Refund
5887,Transfer
5888,Refund
5889,Transfer
5890,Refund
5891,Transfer
5892,Refund
5893,Transfer
5894,Refund
5895,Transfer
5896,Refund
5897,Transfer
5898,Refund
5899,Transfer
5900,Refund
5901,Transfer
5902,Refund
5903,Transfer
5904,Refund
5905,Transfer
5906,Refund
5907,Transfer
5908,Refund
5909,Transfer
5910,Refund
5911,Transfer
5912,Refund
5913,Transfer
5914,Refund
5915,Transfer
5916,Refund
5917,Transfer
5918,Refund
5919,Transfer
5920,Refund
5921,Transfer
5922,Refund
5923,Transfer
5924,Refund
5925,Transfer
5926,Refund
5927,Transfer
5928,Refund
5929,Transfer
5930,Refund
5931,Transfer
5932,Refund
5933,Transfer
5934,Refund
5935,Transfer
5936,Refund
5937,Transfer
5938,Refund
5939,Transfer
5940,Refund
5941,Transfer
5942,Refund
5943,Transfer
5944,Refund
5945,Transfer
5946,Refund
5947,Transfer
5948,Refund
5949,Transfer
5950,Refund
5951,Transfer
5952,Refund
5953,Transfer
5954,Refund
5955,Transfer
5956,Refund
5957,Transfer
5958,Refund
5959,Transfer
5960,Refund
5961,Transfer
5962,Refund
5963,Transfer
5964,Refund
5965,Transfer
5966,Refund
5967,Transfer
5968,Refund
5969,Transfer
5970,Refund
5971,Transfer
5972,Refund
5973,Transfer
5974,Refund
5975,Transfer
5976,Refund
5977,Transfer
5978,Refund
5979,Transfer
5980,Refund
5981,Transfer
5982,Refund
5983,Transfer
5984,Refund
5985,Transfer
5986,Refund
5987,Transfer
5988,Refund
5989,Transfer
5990,Refund
5991,Transfer
5992,Refund
5993,Transfer
5994,Refund
5995,Transfer
5996,Refund
5997,Transfer
5998,Refund
5999,Transfer
6000,Refund
6001,Transfer
6002,Refund
6003,Transfer
6004,Refund
6005,Transfer
6006,Refund
6007,Transfer
6008,Refund
6009,Transfer
6010,Refund
6011,Transfer
6012,Refund
6013,Transfer
6014,Refund
6015,Transfer
6016,Refund
6017,Transfer
6018,Refund
6019,Transfer
6020,Refund
6021,Transfer
6022,Refund
6023,Transfer
6024,Refund
6025,Transfer
6026,Refund
6027,Transfer
6028,Refund
6029,Transfer
6030,Refund
6031,Transfer
6032,Refund
6033,Transfer
6034,Refund
6035,Transfer
6036,Refund
6037,Transfer
6038,Refund
6039,Transfer
6040,Refund
6041,Transfer
6042,Refund
6043,Transfer
6044,Refund
6045,Transfer
6046,Refund
6047,Transfer
6048,Refund
6049,Transfer
6050,Refund
6051,Transfer
6052,Refund
6053,Transfer
6054,Refund
6055,Transfer
6056,Refund
6057,Transfer
6058,Refund
6059,Transfer
6060,Refund
6061,Transfer
6062,Refund
6063,Transfer
6064,Refund
6065,Transfer
6066,Refund
6067,Transfer
6068,Refund
6069,Transfer
6070,Refund
6071,Transfer
6072,Refund
6073,Transfer
6074,Refund
6075,Transfer
6076,Refund
6077,Transfer
6078,Refund
6079,Transfer
6080,Refund
6081,Transfer
6082,Refund
6083,Transfer
6084,Refund
6085,Transfer
6086,Refund
6087,Transfer
6088,Refund
6089,Transfer
6090,Refund
6091,Transfer
6092,Refund
6093,Transfer
6094,Refund
6095,Transfer
6096,Refund
6097,Transfer
6098,Refund
6099,Transfer
6100,Refund
6101,Transfer
6102,Refund
6103,Transfer
6104,Refund
6105,Transfer
6106,Refund
6107,Transfer
6108,Refund
6109,Transfer
6110,Refund
6111,Transfer
6112,Refund
6113,Transfer
6114,Refund
6115,Transfer
6116,Refund
6117,Transfer
6118,Refund
6119,Transfer
6120,Refund
6121,Transfer
6122,Refund
6123,Transfer
6124,Refund
6125,Transfer
6126,Refund
6127,Transfer
6128,Refund
6129,Transfer
6130,Refund
6131,Transfer
6132,Refund
6133,Transfer
6134,Refund
6135,Transfer
6136,Refund
6137,Transfer
6138,Refund
6139,Transfer
6140,Refund
6141,Transfer
6142,Refund
6143,Transfer
6144,Refund
6145,Transfer
6146,Refund
6147,Transfer
6148,Refund
6149,Transfer
6150,Refund
6151,Transfer
6152,Refund
6153,Transfer
6154,Refund
6155,Transfer
6156,Refund
6157,Transfer
6158,Refund
6159,Transfer
6160,Refund
6161,Transfer
6162,Refund
6163,Transfer
6164,Refund
6165,Transfer
6166,Refund
6167,Transfer
6168,Refund
6169,Transfer
6170,Refund
6171,Transfer
6172,Refund
6173,Transfer
6174,Refund
6175,Transfer
6176,Refund
6177,Transfer
6178,Refund
6179,Transfer
6180,Refund
6181,Transfer
6182,Refund
6183,Transfer
6184,Refund
6185,Transfer
6186,Refund
6187,Transfer
6188,Refund
6189,Transfer
6190,Refund
6191,Transfer
6192,Refund
6193,Transfer
6194,Refund
6195,Transfer
6196,Refund
6197,Transfer
6198,Refund
6199,Transfer
6200,Refund
6201,Transfer
6202,Refund
6203,Transfer
6204,Refund
6205,Transfer
6206,Refund
6207,Transfer
6208,Refund
6209,Transfer
6210,Refund
6211,Transfer
6212,Refund
6213,Transfer
6214,Refund
6215,Transfer
6216,Refund
6217,Transfer
6218,Refund
6219,Transfer
6220,Refund
6221,Transfer
6222,Refund
6223,Transfer
6224,Refund
6225,Transfer
6226,Refund
6227,Transfer
6228,Refund
6229,Transfer
6230,Refund
6231,Transfer
6232,Refund
6233,Transfer
6234,Refund
6235,Transfer
6236,Refund
6237,Transfer
6238,Refund
6239,Transfer
6240,Refund
6241,Transfer
6242,Refund
6243,Transfer
6244,Refund
6245,Transfer
6246,Refund
6247,Transfer
6248,Refund
6249,Transfer
6250,Refund
6251,Transfer
6252,Refund
6253,Transfer
6254,Refund
6255,Transfer
6256,Refund
6257,Transfer
6258,Refund
6259,Transfer
6260,Refund
6261,Transfer
6262,Refund
6263,Transfer
6264,Refund
6265,Transfer
6266,Refund
6267,Transfer
6268,Refund
6269,Transfer
6270,Refund
6271,Transfer
6272,Refund
6273,Transfer
6274,Refund
6275,Transfer
6276,Refund
6277,Transfer
6278,Refund
6279,Transfer
6280,Refund
6281,Transfer
6282,Refund
6283,Transfer
6284,Refund
6285,Transfer
6286,Refund
6287,Transfer
6288,Refund
6289,Transfer
6290,Refund
6291,Transfer
6292,Refund
6293,Transfer
6294,Refund
6295,Transfer
6296,Refund
6297,Transfer
6298,Refund
6299,Transfer
6300,Refund
6301,Transfer
6302,Refund
6303,Transfer
6304,Refund
6305,Transfer
6306,Refund
6307,Transfer
6308,Refund
6309,Transfer
6310,Refund
6311,Transfer
6312,Refund
6313,Transfer
6314,Refund
6315,Transfer
6316,Refund
6317,Transfer
6318,Refund
6319,Transfer
6320,Refund
6321,Transfer
6322,Refund
6323,Transfer
6324,Refund
6325,Transfer
6326,Refund
6327,Transfer
6328,Refund
6329,Transfer
6330,Refund
6331,Transfer
6332,Refund
6333,Transfer
6334,Refund
6335,Transfer
6336,Refund
6337,Transfer
6338,Refund
6339,Transfer
6340,Refund
6341,Transfer
6342,Refund
6343,Transfer
6344,Refund
6345,Transfer
6346,Refund
6347,Transfer
6348,Refund
6349,Transfer
6350,Refund
6351,Transfer
6352,Refund
6353,Transfer
6354,Refund
6355,Transfer
6356,Refund
6357,Transfer
6358,Refund
6359,Transfer
6360,Refund
6361,Transfer
6362,Refund
6363,Transfer
6364,Refund
6365,Transfer
6366,Refund
6367,Transfer
6368,Refund
6369,Transfer
6370,Refund
6371,Transfer
6372,Refund
6373,Transfer
6374,Refund
6375,Transfer
6376,Refund
6377,Transfer
6378,Refund
6379,Transfer
6380,Refund
6381,Transfer
6382,Refund
6383,Transfer
6384,Refund
6385,Transfer
6386,Refund
6387,Transfer
6388,Refund
6389,Transfer
6390,Refund
6391,Transfer
6392,Refund
6393,Transfer
6394,Refund
6395,Transfer
6396,Refund
6397,Transfer
6398,Refund
6399,Transfer
6400,Refund
6401,Transfer
6402,Refund
6403,Transfer
6404,Refund
6405,Transfer
6406,Refund
6407,Transfer
6408,Refund
6409,Transfer
6410,Refund
6411,Transfer
6412,Refund
6413,Transfer
6414,Refund
6415,Transfer
6416,Refund
6417,Transfer
6418,Refund
6419,Transfer
6420,Refund
6421,Transfer
6422,Refund
6423,Transfer
6424,Refund
6425,Transfer
6426,Refund
6427,Transfer
6428,Refund
6429,Transfer
6430,Refund
6431,Transfer
6432,Refund
6433,Transfer
6434,Refund
6435,Transfer
6436,Refund
6437,Transfer
6438,Refund
6439,Transfer
6440,Refund
6441,Transfer
6442,Refund
6443,Transfer
6444,Refund
6445,Transfer
6446,Refund
6447,Transfer
6448,Refund
6449,Transfer
6450,Refund
6451,Transfer
6452,Refund
6453,Transfer
6454,Refund
6455,Transfer
6456,Refund
6457,Transfer
6458,Refund
6459,Transfer
6460,Refund
6461,Transfer
6462,Refund
6463,Transfer
6464,Refund
6465,Transfer
6466,Refund
6467,Transfer
6468,Refund
6469,Transfer
6470,Refund
6471,Transfer
6472,Refund
6473,Transfer
6474,Refund
6475,Transfer
6476,Refund
6477,Transfer
6478,Refund
6479,Transfer
6480,Refund
6481,Transfer
6482,Refund
6483,Transfer
6484,Refund
6485,Transfer
6486,Refund
6487,Transfer
6488,Refund
6489,Transfer
6490,Refund
6491,Transfer
6492,Refund
6493,Transfer
6494,Refund
6495,Transfer
6496,Refund
6497,Transfer
6498,Refund
6499,Transfer
6500,Refund
6501,Transfer
6502,Refund
6503,Transfer
6504,Refund
6505,Transfer
6506,Refund
6507,Transfer
6508,Refund
6509,Transfer
6510,Refund
6511,Transfer
6512,Refund
6513,Transfer
6514,Refund
6515,Transfer
6516,Refund
6517,Transfer
6518,Refund
6519,Transfer
6520,Refund
6521,Transfer
6522,Refund
6523,Transfer
6524,Refund
6525,Transfer
6526,Refund
6527,Transfer
6528,Refund
6529,Transfer
6530,Refund
6531,Transfer
6532,Refund
6533,Transfer
6534,Refund
6535,Transfer
6536,Refund
6537,Transfer
6538,Refund
6539,Transfer
6540,Refund
6541,Transfer
6542,Refund
6543,Transfer
6544,Refund
6545,Transfer
6546,Refund
6547,Transfer
6548,Refund
6549,Transfer
6550,Refund
6551,Transfer
6552,Refund
6553,Transfer
6554,Refund
6555,Transfer
6556,Refund
6557,Transfer
6558,Refund
6559,Transfer
6560,Refund
6561,Transfer
6562,Refund
6563,Transfer
6564,Refund
6565,Transfer
6566,Refund
6567,Transfer
6568,Refund
6569,Transfer
6570,Refund
6571,Transfer
6572,Refund
6573,Transfer
6574,Refund
6575,Transfer
6576,Refund
6577,Transfer
6578,Refund
6579,Transfer
6580,Refund
6581,Transfer
6582,Refund
6583,Transfer
6584,Refund
6585,Transfer
6586,Refund
6587,Transfer
6588,Refund
6589,Transfer
6590,Refund
6591,Transfer
6592,Refund
6593,Transfer
6594,Refund
6595,Transfer
6596,Refund
6597,Transfer
6598,Refund
6599,Transfer
6600,Refund
6601,Transfer
6602,Refund
6603,Transfer
6604,Refund
6605,Transfer
6606,Refund
6607,Transfer
6608,Refund
6609,Transfer
6610,Refund
6611,Transfer
6612,Refund
6613,Transfer
6614,Refund
6615,Transfer
6616,Refund
6617,Transfer
6618,Refund
6619,Transfer
6620,Refund
6621,Transfer
6622,Refund
6623,Transfer
6624,Refund
6625,Transfer
6626,Refund
6627,Transfer
6628,Refund
6629,Transfer
6630,Refund
6631,Transfer
6632,Refund
6633,Transfer
6634,Refund
6635,Transfer
6636,Refund
6637,Transfer
6638,Refund
6639,Transfer
6640,Refund
6641,Transfer
6642,Refund
6643,Transfer
6644,Refund
6645,Transfer
6646,Refund
6647,Transfer
6648,Refund
6649,Transfer
6650,Refund
6651,Transfer
6652,Refund
6653,Transfer
6654,Refund
6655,Transfer
6656,Refund
6657,Transfer
6658,Refund
6659,Transfer
6660,Refund
6661,Transfer
6662,Refund
6663,Transfer
6664,Refund
6665,Transfer
6666,Refund
6667,Transfer
6668,Refund
6669,Transfer
6670,Refund
6671,Transfer
6672,Refund
6673,Transfer
6674,Refund
6675,Transfer
6676,Refund
6677,Transfer
6678,Refund
6679,Transfer
6680,Refund
6681,Transfer
6682,Refund
6683,Transfer
6684,Refund
6685,Transfer
6686,Refund
6687,Transfer
6688,Refund
6689,Transfer
6690,Refund
6691,Transfer
6692,Refund
6693,Transfer
6694,Refund
6695,Transfer
6696,Refund
6697,Transfer
6698,Refund
6699,Transfer
6700,Refund
6701,Transfer
6702,Refund
6703,Transfer
6704,Refund
6705,Transfer
6706,Refund
6707,Transfer
6708,Refund
6709,Transfer
6710,Refund
6711,Transfer
6712,Refund
6713,Transfer
6714,Refund
6715,Transfer
6716,Refund
6717,Transfer
6718,Refund
6719,Transfer
6720,Refund
6721,Transfer
6722,Refund
6723,Transfer
6724,Refund
6725,Transfer
6726,Refund
6727,Transfer
6728,Refund
6729,Transfer
6730,Refund
6731,Transfer
6732,Refund
6733,Transfer
6734,Refund
6735,Transfer
6736,Refund
6737,Transfer
6738,Refund
6739,Transfer
6740,Refund
6741,Transfer
6742,Refund
6743,Transfer
6744,Refund
6745,Transfer
6746,Refund
6747,Transfer
6748,Refund
6749,Transfer
6750,Refund
6751,Transfer
6752,Refund
6753,Transfer
6754,Refund
6755,Transfer
6756,Refund
6757,Transfer
6758,Refund
6759,Transfer
6760,Refund
6761,Transfer
6762,Refund
6763,Transfer
6764,Refund
6765,Transfer
6766,Refund
6767,Transfer
6768,Refund
6769,Transfer
6770,Refund
6771,Transfer
6772,Refund
6773,Transfer
6774,Refund
6775,Transfer
6776,Refund
6777,Transfer
6778,Refund
6779,Transfer
6780,Refund
6781,Transfer
6782,Refund
6783,Transfer
6784,Refund
6785,Transfer
6786,Refund
6787,Transfer
6788,Refund
6789,Transfer
6790,Refund
6791,Transfer
6792,Refund
6793,Transfer
6794,Refund
6795,Transfer
6796,Refund
6797,Transfer
6798,Refund
6799,Transfer
6800,Refund
6801,Transfer
6802,Refund
6803,Transfer
6804,Refund
6805,Transfer
6806,Refund
6807,Transfer
6808,Refund
6809,Transfer
6810,Refund
6811,Transfer
6812,Refund
6813,Transfer
6814,Refund
6815,Transfer
6816,Refund
6817,Transfer
6818,Refund
6819,Transfer
6820,Refund
6821,Transfer
6822,Refund
6823,Transfer
6824,Refund
6825,Transfer
6826,Refund
6827,Transfer
6828,Refund
6829,Transfer
6830,Refund
6831,Transfer
6832,Refund
6833,Transfer
6834,Refund
6835,Transfer
6836,Refund
6837,Transfer
6838,Refund
6839,Transfer
6840,Refund
6841,Transfer
6842,Refund
6843,Transfer
6844,Refund
6845,Transfer
6846,Refund
6847,Transfer
6848,Refund
6849,Transfer
6850,Refund
6851,Transfer
6852,Refund
6853,Transfer
6854,Refund
6855,Transfer
6856,Refund
6857,Transfer
6858,Refund
6859,Transfer
6860,Refund
6861,Transfer
6862,Refund
6863,Transfer
6864,Refund
6865,Transfer
6866,Refund
6867,Transfer
6868,Refund
6869,Transfer
6870,Refund
6871,Transfer
6872,Refund
6873,Transfer
6874,Refund
6875,Transfer
6876,Refund
6877,Transfer
6878,Refund
6879,Transfer
6880,Refund
6881,Transfer
6882,Refund
6883,Transfer
6884,Refund
6885,Transfer
6886,Refund
6887,Transfer
6888,Refund
6889,Transfer
6890,Refund
6891,Transfer
6892,Refund
6893,Transfer
6894,Refund
6895,Transfer
6896,Refund
6897,Transfer
6898,Refund
6899,Transfer
6900,Refund
6901,Transfer
6902,Refund
6903,Transfer
6904,Refund
6905,Transfer
6906,Refund
6907,Transfer
6908,Refund
6909,Transfer
6910,Refund
6911,Transfer
6912,Refund
6913,Transfer
6914,Refund
6915,Transfer
6916,Refund
6917,Transfer
6918,Refund
6919,Transfer
6920,Refund
6921,Transfer
6922,Refund
6923,Transfer
6924,Refund
6925,Transfer
6926,Refund
6927,Transfer
6928,Refund
6929,Transfer
6930,Refund
6931,Transfer
6932,Refund
6933,Transfer
6934,Refund
6935,Transfer
6936,Refund
6937,Transfer
6938,Refund
6939,Transfer
6940,Refund
6941,Transfer
6942,Refund
6943,Transfer
6944,Refund
6945,Transfer
6946,Refund
6947,Transfer
6948,Refund
6949,Transfer
6950,Refund
6951,Transfer
6952,Refund
6953,Transfer
6954,Refund
6955,Transfer
6956,Refund
6957,Transfer
6958,Refund
6959,Transfer
6960,Refund
6961,Transfer
6962,Refund
6963,Transfer
6964,Refund
6965,Transfer
6966,Refund
6967,Transfer
6968,Refund
6969,Transfer
6970,Refund
6971,Transfer
6972,Refund
6973,Transfer
6974,Refund
6975,Transfer
6976,Refund
6977,Transfer
6978,Refund
6979,Transfer
6980,Refund
6981,Transfer
6982,Refund
6983,Transfer
6984,Refund
6985,Transfer
6986,Refund
6987,Transfer
6988,Refund
6989,Transfer
6990,Refund
6991,Transfer
6992,Refund
6993,Transfer
6994,Refund
6995,Transfer
6996,Refund
6997,Transfer
6998,Refund
6999,Transfer
7000,Refund
7001,Transfer
7002,Refund
7003,Transfer
7004,Refund
7005,Transfer
7006,Refund
7007,Transfer
7008,Refund
7009,Transfer
